,content,label
1845,thật sự mình thấy asus gia công phần cứng rất ọp ẹp !!!,negative
1846,"Cho ổng Photoshop hoặc Game một lúc là ổng quăng ngay ấy mà, không chừng còn chửi thêm ""điên rồ"" , ""dở hơi cám lợn""",negative
1847,"950 thì nó mới hơn, tôi đang sài 930 thấy ngoại hình nhìn đẹp hơn, chắc đẹp nhất dòng lumia :v, còn cấu hình 2 con này chạy wp là quá thừa thải rồi, dòng lumia thì bền lắm, đt tôi rớt qoài chẳng bị sao, mặt kính chẳng bị nứt lẹo mẻ gì hết, đợt trước sài con lumia 620 rồi đưa cho mẹ sài, sài 3-4 năm rồi máy vẫn mượt, k bị hư j hết",positive
1848,"Cô Tô đa số người thái thụy thụy thái bình,nói chung là Cô Tô đẹp! Nhưng 1tr thì ko đủ đâu, nhất là mùa du lịch",positive
1849,Con này thuê Xiaomi làm chứ đâu. In lại mỗi cái logo Asus bán 600k. Thôi mua Xiaomi bản 2.0 rẻ hơn 1/2 mà cũng như nhau,neutral
1850,Thế này ip 6s gọi bằng cụ,positive
1851,Siêu thấm hút . Chỉ có thể là kotex của VTC,negative
1852,"chán, chả kết nối được với win phone",negative
1853,Ống kính chất lượng build tốt thế. không giống mấy cái trước nhìn cùi cùi. nhìn màu coating cũng đã nữa,positive
1854,"M đã mua 1 con kiểu thế này. Như đồ hàng mã, dùng có tháng đã hỏng bán sắt vụn",negative
1855,"Thanh Hóa không chỉ hấp dẫn du khách bởi bãi biển Sầm Sơn, danh lam thắng cảnh đẹp, mà còn được du khách biết đến qua các món ăn đặc trưng của từng vùng, miền trên địa bàn.",positive
1856,Nghe nói dòng K của asus rất tệ.,negative
1857,Cây VPBank ở big c hải phòng. Rút có 5 triệu mà rút 3 lần. Để toàn tiền 100k. Các ông định tiểu xảo để bọn tôi phải chịu phí nhiều lần à. Chả đáng là bao nhưng các ông làm ăn như cứt. Rút 500k thì ra 100k còn đc. Tôi dùng vietcombank rút vậy mất mẹ 10k rồi,negative
1858,2 chuyến gần đây toi bị trừ tiền trước khi thực hiện chuyến đi. Mỗi lần 20k. . Hỏi tài xế thì tài xế nói cần phải gửi email len Uber thì mới được hoàn tiền. Vấn đề là bị trừ 20k mỗi lần và làm tôi thực sự lo lắng về độ an toàn và chính xác trong phương thức thanh toán của Uber,negative
1859,Rồng Đỏ cũng lên. tiền thì éo có. hài....... đói.... frown emoticon,negative
1860,"Con gái chắc chắn lúc nào cũng sẽ có những giây phút “buồn 1 chút”, nhưng hãy luôn suy nghĩ tới những điều vui vẻ, hoặc chia sẻ với bạn bè và Kotex Girlspace để thấy khuây khỏa nhé <3. Khi buồn bạn thích làm gì nhất để vui lên nè?",positive
1861,Chúc mừng sinh nhật Club Exciter Hà Nam. . Cảm ơn sự đón tiếp nhiệt tình của mọi người. Chúc club luôn đoàn kết - gắn bó và ngày càng phát triển. . Hẹn gặp lại.,positive
1862,Mình muốn vay. Thì liên hệ với ai. Mình là bác sĩ.cách đây 1tháng minh vay VPBank. Nhung bị từ chối. Ko rõ lý do,neutral
1863,Cô Tô mưa từ đêm qua. Hiện đang mưa nhỏ.,neutral
1864,cùng nhau dậy sớm và ăn sáng để có sức khoẻ tốt hơn với sản phẩm Nestle,positive
1865,"Xin lỗi tình yêu Vertu,anh không thể đáp ứng được độ Chảnh của em: (",neutral
1866,"Máy mình dùng thỉnh thoảng để trong ví, ví nhét cốp xe thì về máy nóng ran, cạn điện, ko hiểu do đâu, về để máy nguội, sạc lại thì lại bình thường. Mà máy này con chơi điện tử lâu là nóng, và hết điện nhanh, muốn sạc thì nó ko cho sạc báo nóng ko sạc được (có hình độ C), nói chung bất tiện vì khoản sụt điện nhanh. Lại phải cất máy đi đợi nguội rồi sạc. Máy có tiếng việt, 3G và wifi nhanh.",negative
1867,"Con này các linh kiện hàn chết, khỏi làm module cho đỡ tốn tiền làm cổng kết nối. Ce N3060 cõ hỗ trợ Sata và PCIe và thông số ghi SSD, nhưng thực tế các dòng này chỉ được trang bị eMMC cho rẻ. Nôm na về bản chất các máy này là mua windows + office bản quyền được tặng phần cứng để xài",neutral
1868,Sầm Sơn sóng đánh tụt quần 😂😂😂,neutral
1869,Tránh xa con TCL ( Thịt chó luộc ra ) màn hình hãng này nhìn cực chán,negative
1870,Hồng ngoại tiện thế mà sao lại bỏ hồng ngoại nhỉ..???Thích HTC mà giá trên trời quá..,mix
1871,Cho giá mặt nạ màu đỏ SH Mode. Nẹp luôn anh ơi,neutral
1872,còn Viettel đó bạn :),neutral
1873,"""ĐỘNG CƠ"" của Cổng nhôm đúc Thịnh Vượng House khi ""Chia sẻ lên mạng xã hội để làm gì?"" . . ☠Chúng tôi không có chương trình 60 Phút Mở, ♫♫♫ chúng tôi chỉ có chương trình LUÔN LUÔN MỞ. . . ☠Chúng tôi không có ""Ý ĐỒ QUYỀN LỰC"", chúng tôi chỉ có ""Ý ĐỒ BÁO GIÁ"" đến toàn thể quý vị khách hàng ✌✌✌ . . Nhanh tay liên hệ để được báo giá chuẩn không cần chỉnh, chỉnh là hỏng của chúng tôi ☺☺☺☺☺ . . http://thinhvuonghouse.com/san-pham/bao-gia-cong-nhom-duc",neutral
1874,"Các bé nhà mình chắc chắn đã rất quen thuộc với những chú bò sữa dễ thương trên những hộp Vinamilk hàng ngày phải không nè? Hôm nay, chương trình Siêu nhân bút chì sẽ hướng dẫn cách để các bé có một bức vẽ chú bò sữa thật đáng yêu nhé.",positive
1875,Club Exciter 38 giao lưu cùng club dreamll hà tĩnh. . Ad. Hoàng hiền hậu,neutral
1876,"không có app facebook, youtube,... nói chung ứng dụng nghèo nàn, trình duyệt web của winphone quá tệ so với safari hay chrome. winphone không bị thất bại mới là lạ",negative
1877,Cái này nhìn hấp dẫn thật. Nếu giá hấp dẫn thì cũng mua một chiếc cho công việc văn phòng. quá tuyệt vời.,positive
1878,Công ty CP Trường Thành phân phối nhãn hàng Sữa TH True Milk và hàng tiêu dùng Massan CẦN TUYỂN 🍀01 Lái xe trả hàng tuyen huyện 3.5t Lào cai (7-10triệu） 🍀01 Nhân viên bán hàng trên tuyến (nhân viên oder) lương 7-10 triệu ... Mọi chi tiết xin liên hệ Mr Giang 0969663686 See More,neutral
1879,cầm kotex nhét mồm kinh quá,negative
1880,"Tỉnh lộ 943 từ Long Xuyên đi qua Thoại Sơn đến Tri Tôn, An Giang đã xuống cấp nghiêm trọng đoạn từ Ủy ban xã Vọng Thê huyện Thoại Sơn đến Cô Tô của huyện Tri Tôn. Đường rất nhiều ổ trâu, ổ voi, mời ban đến xem nhé.",negative
1881,Nếu giá 620.000 là sát giá lắm rồi. Múc luôn đi,neutral
1882,hôm nay đã được phần quà của Nestle rồi vui quá là vui luôn. :),positive
1883,"Thiết kế của GR5 mình thấy quá đẹp, đẹp nhất trong những smartphone mới ra gần đây",positive
1884,"máy mình đã up len 4.0 nhưng bị lỗi 3G. kết nối 3G thì ok nhưng sau khi tắt đi, bật lại thì ko kết nối được, phải restart lại máy. Có ai bị lỗi này không? làm sao fix được đây. Thanks",negative
1885,Viettel Mobi luôn bên cạnh em mỗi sáng mấy bác ạ,positive
1886,Cho mình hỏi cái màn hình sáng liên tục được mấy giây vậy? ai đang có cho mình biết với.,neutral
1887,"Dè Ducati dành cho Exciter 150 - có màu zin, carbon và sơn tem đấu theo yêu cầu. . Cứng cáp, chắc chắn, và đẹp, tất nhiên rồi. . .",neutral
1888,Nestle NAN Kid là lựa chọn hàng đầu của mẹ giành cho bé!,positive
1889,"Dear các bạn, . Mình xin phép update lại thông tin tuyển dụng của công tin mình nhé (vui lòng xem ảnh đính kèm). . --------------Công ty VNPT-Technology tuyển dụng------------------ . (Kỹ sư phần cứng - mảng thiết bị Y tế) . Dao Van Manh",neutral
1890,Chê này chê nọ nên biết 1 con ram 8GB thường gồm 4 chip nhớ 2GB hay 8 chip nhớ 1GB. Nay 1 chip nhớ đã 6GB thì sẽ có 1 con ram 24GB hay 48GB đột phá công nghệ. đừng nghĩ ram cho điện thoại là chỉ dành cho điện thoại,neutral
1891,Ip6s hàng sin xách tay . Nhiều người cứ nghĩ hàng apple nhưng thực ra mang tiếng sin nhưng là máy giả iphone hàng china chạy androi 2 sim 2 sóng . chứ 4tr500 jo mua được con 5s mới chưa mà 6s,neutral
1892,Biển Sầm Sơn đầy nắng và gió !,neutral
1893,cấu hình tốt nhất thiết kế đột phá nhất hãng điện thoại bảo mật tốt nhất màn hình cong tràn viền chống nước tốt con gái mà dùng s7 thì độ xinh gái tăng lên x2,positive
1894,"Không biết bác xài sao chứ e xài smart tv của samsung mà thấy vô app cái là nó đứng, lag tắt phím nguồn cũng ko được toàn phải rút dây điện. Mà bị hoài, biết vậy mua cái android box gắn vô xài cho rồi. Mua smart tốn tiền mà xài thêm rước bực vào thân. Đc cái remote của tv samsung đẹp :)",negative
1895,Không phải cứ dân là đúng. Nếu bà con nông dân phá vỡ hợp đồng thì phải tự chịu thôi.,negative
1896,Ai có thẻ tín dụng VPBank mau mau đặt Tour Bangkok nhoa. Ưu đãi lớn nè! :D,positive
1897,Mua về chơi liên minh huyền thoại chắc ổn nhể.,neutral
1898,À hwa thêm dc thằg hậu Kotex vào clan nua.skil cũg cứg,positive
1899,Em này ngon,positive
1900,Hãy cùng groupviettravel trải nghiệm những chuyến du lịch tuyệt vời tới đảo Cô Tô - Thanh Lân . .,positive
1901,"ngoài mi fit có ứng dụng nào kết nối với em này nữa không nhỉ, như nike+ hay runnastic chẳng hạn",neutral
1902,"Chúc mừng Tân Việt Hoài Bão, Khối Tín dụng tiểu thương – Household Bank với tiết mục Nắng có còn xuân đã giành được vé lưu diễn duy nhất tại Hà Nội.",positive
1903,Nếu bạn là một fan của những bộ phim Hàn Quốc và ao ước được đến với những cảnh quay lãng mạn như vậy thì 'Con đường tình yêu' dọc bờ biển Cô Tô sẽ biến ước mơ của bạn thành sự thực.,positive
1904,Ăn tối cùng VNPT Hưng Yên,neutral
1905,Bạn oi có mẫu ten Kotex gui cho minh ảnh xem cai voi,neutral
1906,bộ nhớ trong lớn nhưng phải có khe cắm thẻ nhớ nửa mới ngon,neutral
1907,đkm..trc xếp hạng 80...bỏ 4 tháng...đéo thấy hình đâu luôn...hút như kotex...dkm VNG,negative
1908,"Việt Nam có chính hảng đó bạn. Tgdđ có mà. Năm rồi em mình bên Mỹ đi chơi thấy rẻ nên mua (329 $) mình chê mắc vì Việt Nam chưa đến 6tr. Ra xem mới biết Việt Nam không cảm ứng. Máy thằng gửi về màn cảm ứng. Thế biết đúng giá, làm trách nhầm ku em",neutral
1909,"Những người thường xuyên đi qua tuyến đường Cầu Giấy, Xuân Thủy, Hồ Tùng Mậu, Nguyễn Trãi, Hà Đông thì KHÔNG NÊN bỏ qua khảo sát này!!! . . BƯỚC CHÂN RA ĐƯỜNG - 1001 KIỂU TAI NẠN - Chủ đề của 60 Phút Mở số thứ 2, ghi hình ngày 25/5/2015.",neutral
1910,"Chào bạn, . . Để kiểm tra số điểm đạt được bạn vui lòng đăng nhập, vào mục tài khoản và chọn "" điểm tươi"" để kiểm tra số điểm đã đạt được của mỗi ngày. . . Ngoài ra để xem danh sách thắng giải của mỗi ngày bạn xem tại đây nhé: http://bit.ly/Chon-bua-sang-Nestle-moi-sang-Tuoi_DSTG . . Thân ái!",neutral
1911,"Đăng kí Uber không được, đòi thẻ tín dụng quốc tế không à",negative
1912,Tại sao. QTV feed thì đăng báo các kiểu. Bữa nay Irelia trong tay QTV hay vậy mà chỉ có Kotex của Optimus 😭😭😭,negative
1913,Lại là FLC ở Sầm Sơn Thanh Hóa chúng nó cũng có cho dân lối thoát đâu. Tiền đút hết vào mồm lũ lãnh đạo huyện tỉnh rồi dân chỉ có đường chết thôi,negative
1914,Hồi đó còn đi học mơ một cái v3i mà ăn ngủ k yên. Bây giờ đo làm cũng đủ tiền để tự mua 1 cái khổ nỗi k còn hàng nữa,neutral
1915,"Minh rat yeu kotex, thag nao minh cug k wen kotex la ng ban dong hanh voi minh, nhung 2 thang nay minh rat nho kotex, k biet phai lam sao day",mix
1916,Ủa tưởng ai cũng biết là của VPBank rồi :(,neutral
1917,"Thực sự là ứng dụng đủ dùng nhưng mình cũng không thể chạy ngược xu thế, nhiều khi thấy mấy đứa bạn có những ứng dụng mà BB không cài được hoặc không dùng trơn tru...bực không thể tả, bỏ hơn chục chai có mỗi cái ứng dụng không sài được ức chế lắm bạn.",negative
1918,Cho hỏi hãng có thay vỏ màu khác cho xe SH Mode không ạ,neutral
1919,tao cũng kotex battle vs =)),neutral
1920,VNPT 14mb không nổi Face :((,negative
1921,Ad đăng stt gây hoang mang dư luận nha. Ngân sách nhà nước đang hẽo tính vay ngoại tệ & vàng của dân ấy.Chắc Ad muốn tham gia chương trình 60 Phút Mở đây mà 😂,negative
1922,"Giống Sámung quá, không có gì mới, ko lên đời nữa cứ splus dùng thôi",negative
1923,Tắm biễn đê . Sầm Sơn khai chương mà. Tắm ngắm chân dài đê . Linh Love,neutral
1924,"Sầm Sơn nghe đồn chặt chém kinh lắm. Thôi thu lại quy hoạch làm lại cho đàng hoàng, chứ cái kiểu chặt chém cũ thì ai dám tới.",negative
1925,Ngay tan cua BB da den,negative
1926,vấn đề là khi touch id hư thì không sử dung được thôi. Đáng ra khi restore lại thì đáng lẽ phải kích hoạt iphone lên được(vì dữ lieu người dùng đã được xóa) Vậy mà vẫn còn lỗi. Chẳng qua là Apple dưới danh nghĩa bảo mật dữ lieu mà thực chat là muốn hạn chế sửa chữa để người dùng mua iphone mới thôi. Bây giờ dính vào kiện cáo mới chịu buông.,negative
1927,Quá đẹp . . http://Exciterdo.com/Exciter-150-do-theo-phong-cach-r1-2015/,positive
1928,Cho em hỏi SH Mode bn? Liberty ABS bn ạ?,neutral
1929,Ai cần Rồng Đỏ thay gấu thì bơi hết vào đây ....,neutral
1930,Ai là tín đồ của Exciter 150 và muốn sở hữu em nó điểm danh nào,positive
1931,Cùng là người VN mà ko thể chịu được cái đám Bphone này. Lẽ ra có thể sẽ được dân chúng ủng hộ hàng Việt nếu giá thành giảm tầm 2tr và ko quá nổ !!! Thật xấu hổ,negative
1932,"đi tập thể dục về , thấy ko lên cắm sạc vào cũng ko lên, chán, nhưng lỗi như này ko đc bảo hành thì ko hiểu nổi",negative
1933,bật HDR lên sao nhìn nó cứ lóa lên ấy nhỉ,negative
1934,"Ad cho mình hỏi thẻ SMARTCASH VPBank có dùng để chạy ads facebook đc ko, và phí phát hành thẻ là bao nhiêu, cảm ơn ads",neutral
1935,chừng nào có giá 3.150.000đ như con Xiaomi Note 3 PRO thì mình sẽ mua để trãi nghiệm,neutral
1936,Tôi thấy Thầy tôi trên VTV1. . Nguồn: VTV1 Chương Trình 60 Phút Mở.,neutral
1937,iphone dùng đc 4G Viettel chưa ?,neutral
1938,"Tuyệt vời ông mặt trời, order ngay và luôn thôi",positive
1939,"Ngân hàng Việt Nam Thịnh Vượng (VPBank) tuyển dụng nhân viên tín dụng. Mức lương hấp dẫn, chế độ đãi ngộ tốt. Nhanh tay ứng tuyển nhé các bạn!!!",neutral
1940,"Như đã thành thường niên, đến hẹn lại lên, năm nay Nestle lại có chương trình game hoành tráng quá. 1.260 giỏ quà ngày, nhiều giải đặc biệt lên tới 15tr, òa thật là kích thích thiệt smile emoticon Mình đã nhanh tay tạo clip tham gia rồi nè. Cùng Phúc Lộc Thọ - Trao Vị Khai Xuân năm nay nhé các bạn ơi!!! Huỳnh Văn Hào, Mai Linh ‪#‎vitetvikhaixuan‬ ‪#‎traophucloctho‬",positive
1941,"Mạng 3G Viettel chán ko chịu đc, nếu ko muốn nói là éo muốn dùng nữa! Hôm nay QUYẾT ĐỊNH mua sim vina. 3G gì mà đã yếu lại còn ko biết mình yếu. Ko biết khi hết 600MB tốc độ Viettel giới hạn tốc độ truy cập là bao nhiêu. Nhưng e đo đc có 3kb/s. Thật thảm hại cho 1 trong những lớn nhất việt nam! Bóp lưu lượng quá ngạt thở. Học tập 2 mạng của VNPT đi.",negative
1942,"Dear VNPT users, . Your internet provider is filtering video playback. If you have lots of problem with videos, it's not our fault. . Please contact your client service to ask them why they are filtering your internet connection",negative
1943,Kotex thoải mái ngày ấy . Ad ơi công bố kết quả game những lần trước đi ah. Hóng mãi mà chưa thấy,positive
1944,Cái tệ nhất của window phone là kho ứng dụng không phong phú so với ios và android thế thôi,negative
1945,Exciter 150 bi tray minh muon son het nguyen chiec gia bao nhieu ak,neutral
1946,Đầu năm may mắn. Bốc vé số VPBank trúng 2 giải smile emoticon.,positive
1947,toàn sách của nhã nam . Mình thấy nhiều người chê sách của nhã nam. Klp cơ mà về mặt chất lượng bìa và giấy khá tốt.,mix
1948,Case nhỏ thì không nâng dc đâu. Nếu cắm gtx 750 chạy dc nhưng phải tháo vỏ. Đó là chưa kể đến nguồn đồng bộ dell toàn 180w quá ít,neutral
1949,Dây này bác mua ở đâu bao nhiu thế,neutral
1950,"Em muốn chụp ảnh cưới tại Cô Tô, nhung thuê ảnh viện chụp từ hà nội đi xuống Cô Tô thì chi phí cao. Cho em hỏi là có ảnh viện nào ở Cô Tô thì liên hệ với em nhé.",negative
1951,chơi game 1 tuần..cảm giác nhạt nhẽo chẳng khác gì MU cả sv 5 thăng quanh đi quẩn lại... trand quái troe máy là chính bá đạo rồi muốn pk cũng éo có ai... game thì cái nhồn gì cũng vàng...trên màn hình thì toàn nhãn mác Kotex quảng cáo...các tính năng thì động cái là nhấp..thăng nào ngu nhấp là bay vàng ngay...chẳng có game cặc nào 1 ngày mở 3 4 sever cả..thăng k nạp đợi sv 1000 ra kiểu éo chăng top 1 vì game lam eo den 1k thăng chơi..mỗi thăng bá đạo 1 sv,negative
1952,tiền không phải là tất cả nhưng không có tiền thì vất vả hay bắt đầu khởi nghiệp cùng chúng tôi vpbank,neutral
1953,Ad Ib gia SH Mode do den 2016 dc ko a,neutral
1954,- Tin Viettel - . Hôm nay Khuyến mãi 50% giá trị thẻ nạp các bạn nhé ;),positive
1955,đây chính là câu trả lời của gã khổng lồ đến từ Mỹ!thiết kế ko chê vào đâu đc !like 1 cái nữa!!!!!!!!!!!!,positive
1956,Các bác cho e hỏi thông tin Exciter 150cc đã hạ giá cóa chính xác ko vậy... và giá htai là bnhieu,neutral
1957,Và đang làm việc cho tổng đài mobifone ...,neutral
1958,góii đi Cô Tô hoặc sapa thế nào vậy bạn,neutral
1959,"[Du khách vỡ mộng ở các ""THIÊN ĐƯỜNG DU LỊCH""] . . Nhiều cảnh sắc đẹp mê ly... trên ảnh có một thực tế khá là phũ phàng như là đường đông chật người, bãi biển toàn rác hay chỉ là 1 góc xíu xiu. . Đọc để thấy những hình ảnh ""không như trong mộng"" của các điểm du lịch nổi tiếng như Fansipan, Sầm Sơn, Vạn Lý Trường Thành...",negative
1960,Xấu hơn S6 active. nhưng nếu về VN mình chọn S7 active vì hình như em nó hỗ trợ thẻ nhớ. trước lăn tăn S6 active nhưng không có thẻ nhớ nên thôi :)),negative
1961,"Cái em Sam này ngốn ram khiếp(free:400MB), 1 lần mua e tởn tới già luôn !huhu",negative
1962,Một thử nghiệm mới của cô ca sĩ được mệnh danh là diva của VPBank - Nguyễn Phương Anh đến từ Sở giao dịch,neutral
1963,"Công an tỉnh Thanh Hóa cho biết đang tạm giữ hình sự 2 đối tượng là Ngọ Duy Hưng (SN 1985, ở khu phố Sơn Hải, phường Trường Sơn, thị xã Sầm Sơn) và Nguyễn Văn Quang (SN 1991, ở đường Hàm Nghi, phường Đông Hương, TP Thanh Hóa) để làm rõ việc gây ra vụ nổ súng tại nhà bà Văn Thị Thắng (SN 1971, ở khu phố Sơn Hải, phường Trường Sơn, thị xã Sầm Sơn).",negative
1964,Valentino trắng cực xinh đã về nhaa 😍 . Sang như Hồ Ngọc Hà đi ạ . Đế 7cm tôn dáng mà lại chắc chắn nhé . Sz 35-38 . Full box chỉ 440 💋,positive
1965,Nhìn như mấy con Gear đầu của Sam nhỉ,neutral
1966,Lại không có gì khác biệt,negative
1967,Chiếc xe Wave ghẻ của bạn làm bạn mất thể diện.,negative
1968,Màu xanh đẹp thật... cánh đàn ông sẽ không còn ẻo lả khi xài màu này ...Tuyệt!,positive
1969,Đang sd 2 con. 950 với 3 phím trong màn hình. Note 5 ngoài màn hình. Mình thề là ngày nào cũng bấm nhầm con 950. Và tức muốn điên người. Nghĩ sao nhét 3 cái nút cơ bản vào màn hình chứ? Đừng thánh nào chỉ là có thể ẩn nó đi nhe vì ai cũng biết điều đó.,negative
1970,Exciter 2014 còn bán nữa không ad,neutral
1971,"Mạng VNPT tại Net Khủng 1 đã trở lại ổn định. Các Gamer có thể nhân vào ""đổi IP"" ở ngoài màn hình để thay đổi đường truyên.",positive
1972,"hàng nhật thì khỏi phải bàn,quá đỉnh,bền đẹp,khủng. và giá cũng "" khủng""",positive
1973,Cho e hỏi là thời tiết ở Cô Tô bjo thế nào ạ??? có mưa ko ạ,neutral
1974,loa thi chi nen mua Bose,positive
1975,Uber có nhận xe 7 chỗ ko bạn,neutral
1976,Dung la rat dep nhung day chi la phong doan,positive
1977,"Thiết kế độc đáo,quá đẹp ,hiện đại ăn đứt Macbook air và ipad pro rồi.",positive
1978,sạc k dây?? chào mừng ifan đến với công nghệ năm ...2013,neutral
1979,Quá ấn tượng,positive
1980,"ha, ko rõ bạn hỏi với mục đích gì vậy, với tay mình là 16,5 cm",neutral
1981,Có phải iphone đâu mà soắn vụ nút home bác. E dùng s2 2 năm rùi k vấn đề gì nhé. Giờ chuyển sang j cũng k phải soắn,positive
1982,"SỮA NIDO Nestle 1+ 1.6KG Sản phẩm của Nestle Trọng lượng : 1,6kg Sữa dành cho bé từ 1 tuổi. Thành pần prebiotics có trong sữa giúp bé có một hệ miễn dịch vững chắc. Trong 1 ly sữa 240ml có chứa 35% canxi và 15% vitamin A, phần còn lại là các Vitamin và khoáng chất cần thiết khác giúp bé phát triển toàn diện và khỏe mạnh. Cách pha: 60ml nước/thìa gạt, pha với nước ấm 40 độ",positive
1983,hôm trước e có bi té xe và xe bị vỡ lườn ốp phải xe Exciter 2010... bên cửa hàng có lườn k... nếu có giá cả thế nào ngày mai e qua thay với ak,neutral
1984,"Thay toan la che Sony, minh da xai qua cac dong Sony tu loai phim bam den cam ung, hien nay minh dang xai Z3, phai noi rat hai long",positive
1985,"Sau một thời gian sử dụng AW mình thấy một số điểm chưa hài lòng: - Không đi bơi được, ngày nào mình cũng đi tập gym song đi bơi luôn... nhưng phải tháo ra rất bực mình do để trong tủ đồ công cộng sợ bị móc chộm. - Quá phụ thuộc vào iPhone... tính năng nghe gọi, nhắn tin hầu như không có tác dụng, khi mà iPhone kè kè bên mình...trừ lúc vào toilet đi ị... lúc đó có điện thoại nghe gọi là ổn nhất. - Ở VN ko sài được Apple Pay... tính năng này có cũng như ko. - Mặt AW luôn tối thui... như cái đồng hồ rụng kim... Ps: nhình chung dùng cho biết thôi.. sau một thời gian 3-4 tháng sẽ thấy nhàm chán và ko sử dụng được nhiều... tối về lại phải cắm thêm sạc. Quên là hôm sau khỏi dùng",negative
1986,Đẹp quá và rất men,positive
1987,"Tết năm trước tôi mua con Z3 docomo 11 tr ở di động việt , tự tin là dân rành công nghệ check đủ kiểu .DRM key này nọ oke hết sách về , up lên rom lop5 dù đã backup DRM đàng hoàng nó tạch luôn DRM key .Lòi ra cái vụ bị roaming , thế là sách ra nó kiện hóa ra nó chạy rom đểu chứ máy này ko nhập code mà trước đó đã bị root nát .Restore DRM lại vẫn chụp hình xấu như ma , chịu mang máy về ôm hận cạch luôn hàng xách tay .",negative
1988,Mong Uber càng ngày càng phát triển! :D,positive
1989,"Iphone 6 mà ram 2gb afh. Bản thân người viết bài chưa hiểu hết, sao mà diễn giải cho độc giả đọc hiểu được.",negative
1990,"Nói thật, đừng mua Dual sim, mình đang xài Sony Xperia C4 Dual, lỗi ghê lắm",negative
1991,Thế này thì an tâm mua sữa Vinamilk cho cả nhà rồi,positive
1992,"Mình đang xài LG V10 cảm thấy phím bấm nằm trong màn hình thấy khó chịu gì đâu đó, mỗi lần mở Clip hay mở game muốn Back lại thì phải rà rà mép màn hình cho nó hiện 3 nút lên. Vẫn thích phím Home Back cứng hơn",negative
1993,"Màn 5"" là không thèm chú ý rồi, chỉ cần mẫu điện thoại rẻ tiền có kích thước nhỏ gọn. Dùng để làm một số tác vụ mà điện thoại cơ bản không làm được. Còn giả trí hay trải nghiệm là việc của dòng cao cấp.",neutral
1994,win thì bt ko bị gì hêt1 ráo chỉ thèng quỉ mac bị khìn xíu (,neutral
1995,Thấy ok rồi đó,positive
1996,"Tinh thần hăng say lao động của Đoàn viên thanh niên bất kể thời tiết nắng , mưa, ngày chủ nhật . Vẫn hăng hái bán Hàng VNPT cuộc sống đích thực.",positive
1997,Hp còn sai lầm hơn nhé bạn =)),negative
1998,"Quái lạ. Sao gà rán vẫn chưa tới tháng nhỉ. Đáng nhẽ tầm này hàng tháng là phải ra event "" hộp kotex bí ẩn"" rồi chứ. Hay hút nhiều quá rối loạn kinh nguyệt mẹ r?",negative
1999,"Em ngôi sao di động có nước ảnh với chi tiết có vẻ trung thực và sắc sảo hơn s7e. Đang định làm s7e, nhìn cái so sánh này có khi phải nghĩ lại.",positive
2000,"Kotex Girlspace khi nào thì mình có thể nhận dc quà vậy ad , qua 45 ngày rồi ad",negative
2001,Ad cho em hỏi VPBank còn tuyển CTV thu hồi nợ ko ah,neutral
2002,"Haiz trc chỗ mình làm mỗi ngày ko bít có bao Nhiêu học sinh zô mua c2 , nhiều nhất là Rồng Đỏ...",negative
2003,Note 7 có chiếu đèn hồng ngoại khi quét mống mắt chứ không phải dùng ánh sáng môi trường để chụp.,neutral
2004,"bac choi chinh hang bac cu choi, bay gio thieu gi nguoi mua hang cu ve, voc vach, nghich, root du kieu, up rom hang ngay, xai nhu bac thi cung k can mua dt xin de trai Nghiem dau",neutral
2005,Nhân Nguyễn Bảo Trân Đoàn Ngọc Nguyễn Cao Kỳ Duyên Hàn Nguyên đi bây :))),neutral
2006,"Cơm chưa có ăn, áo chưa đủ ấm như thế này. Khi đoàn từ thiện tới thì lại sợ mất bản sắc văn hóa.",negative
2007,M.n vote cho mk ý kiến nào Nhất là các girl chọn ny nhá Chọn 1 : honda SH Chọn 2 : Exciter 135 Chọn 3 : Exciter 150... Mn cho e biết đi,neutral
2008,"Từ ngày đầu e đã không ưa thằng Oppo này rồi, và sau cái vụ Biển đảo lại càng ghét nó nữa, cạch mặt, gặp ai muốn mua đt e cũng bảo không mua thằng này",negative
2009,https://www.facebook.com/Club-Exciter-Ch%C6%B0%C6%A1ng-M%E1%BB%B9-1676715535911167/ . admin cho mình đăng nhờ nhé thanks,neutral
2010,Hoa hậu Nguyễn Cao Kỳ Duyên diện chiếc đầm màu hồng với cổ trễ nải tới dự buổi ra mắt phim 'Đập cánh giữa không trung' tại Hà Nội tối 21/1.,neutral
2011,"Theo Chi cục Quản lý thị trường Hà Nội, 100% mẫu Xúc Xích Vietfoods sau khi mang đi xét nghiệm đều cho kết quả chứa chất cấm gây ung thư Sodium nitrate 521.... . http://enternews.vn/choang-vang-100-xuc-xich-Vietfoods-chua-chat-cam-gay-ung-thu.html",negative
2012,Con này chưa biết độ bền thế nào ( mới xài hơn 2 tháng) nhưng thấy rất ok chỉ hơn 100k mà chất lượng hơn cả mong đợi. Các bác nhớ cắm cục nguồn 1A thôi nha 2A ko đảm bảo.,positive
2013,Tim Cook đang nỗ lực cải lùi iPhone. Steve Jobs mà thấy thiết kế như vầy chắc đội mồ sống dây.,negative
