,Unnamed: 0,content,label
1941,1941,mạng g viettel chán không chịu đc nếu không muốn nói là éo muốn dùng nữa hôm_nay quyết_định mua sim vina g gì mà đã yếu lại còn không biết mình yếu không biết khi hết mb tốc_độ viettel giới_hạn tốc_độ truy_cập là bao_nhiêu nhưng em đo được có kb s thật thảm_hại cho một trong những lớn nhất việt_nam bóp lưu_lượng quá ngạt thở học_tập hai mạng của vnpt đi,negative
1942,1942,dear vnpt users your internet provider is filtering video playback if you have lots of problem with videos it s not our fault please contact your client service to ask them why they are filtering your internet connection,negative
1943,1943,kotex thoải_mái ngày ấy ad ơi công_bố kết_quả game những lần trước đi ah hóng mãi mà chưa thấy,positive
1944,1944,cái tệ nhất của window phone là kho ứng_dụng không phong_phú so với ios và android thế thôi,negative
1945,1945,exciter bi tray minh muon_son het nguyen chiec gia bao nhieu à,neutral
1946,1946,đầu năm may_mắn bốc vé_số vpbank trúng hai giải smile emoticon,positive
1947,1947,toàn sách của nhã nam mình thấy nhiều người chê sách của nhã nam klp cơ_mà về mặt chất_lượng bìa và giấy khá tốt,mix
1948,1948,case nhỏ thì không nâng được đâu nếu cắm gtx chạy được nhưng phải tháo vỏ đó là chưa kể đến nguồn đồng_bộ dell toàn w quá ít,neutral
1949,1949,dây này bác mua ở đâu bao nhiu thế,neutral
1950,1950,em muốn chụp ảnh cưới tại cô_tô nhung thuê ảnh viện chụp từ hà_nội đi xuống cô_tô thì chi_phí cao cho em hỏi là có ảnh viện nào ở cô_tô thì liên_hệ với em nhé,negative
1951,1951,chơi game một tuần cảm_giác nhạt_nhẽo chẳng khác gì mu cả sv năm thăng quanh_đi_quẩn_lại trand quái troe máy là chính bá_đạo rồi muốn pk cũng éo có ai game thì cái nhồn gì cũng vàng trên màn_hình thì toàn nhãn_mác kotex quảng_cáo các tính_năng thì động cái là nhấp thăng nào ngu nhấp là bay vàng ngay chẳng có game cặc nào một ngày mở ba bốn sever cả thăng không nạp đợi sv ra kiểu éo chăng top một vì game lam eo den k thăng chơi mỗi thăng bá_đạo một sv,negative
1952,1952,tiền không phải là tất_cả nhưng không có tiền thì vất_vả hay bắt_đầu khởi_nghiệp cùng chúng_tôi vpbank,neutral
1953,1953,ad ib gia sh mode do den được không a,neutral
1954,1954,tin viettel hôm_nay khuyến_mãi giá_trị thẻ nạp các bạn nhé,positive
1955,1955,đây chính là câu trả_lời của gã khổng_lồ đến từ mỹ thiết_kế không chê vào đâu được like một cái nữa,positive
1956,1956,các bác cho em hỏi thông_tin exciter cc đã hạ giá coá chính_xác không vậy và giá htai là bnhieu,neutral
1957,1957,và đang làm_việc cho tổng_đài mobifone,neutral
1958,1958,góii đi cô_tô hoặc sapa thế_nào vậy bạn,neutral
1959,1959,du_khách vỡ_mộng ở các thiên_đường du_lịch nhiều cảnh_sắc đẹp mê_ly trên ảnh có một thực_tế khá là phũ_phàng như là đường đông chật người bãi biển toàn rác hay chỉ là một góc xíu xiu đọc để thấy những hình_ảnh không như trong mộng của các điểm du_lịch nổi_tiếng như fansipan sầm_sơn vạn lý trường_thành,negative
1960,1960,xấu hơn s active nhưng nếu về vn mình chọn s active vì hình_như em nó hỗ_trợ thẻ nhớ trước lăn_tăn s active nhưng không có thẻ nhớ nên thôi,negative
1961,1961,cái em sam này ngốn ram khiếp free mb một lần mua em tởn tới già luôn huhu,negative
1962,1962,một thử_nghiệm mới của cô ca_sĩ được mệnh_danh là diva của vpbank nguyễn_phương anh đến từ sở_giao_dịch,neutral
1963,1963,công_an tỉnh thanh_hoá cho biết đang tạm giữ hình_sự hai đối_tượng là ngọ duy hưng sn ở khu_phố sơn hải phường trường_sơn thị_xã sầm_sơn và nguyễn_văn quang sn ở đường hàm nghi phường đông hương tp thanh_hoá để làm rõ việc gây ra vụ nổ_súng tại nhà bà văn thị thắng sn ở khu_phố sơn hải phường trường_sơn thị_xã sầm_sơn,negative
1964,1964,valentino trắng cực xinh đã về nhaa sang như hồ ngọc hà đi ạ đế cm tôn dáng mà_lại chắc_chắn nhé sz full box chỉ,positive
1965,1965,nhìn như mấy con gear đầu của sam nhỉ,neutral
1966,1966,lại không có gì khác_biệt,negative
1967,1967,chiếc xe wave ghẻ của bạn làm_bạn mất thể_diện,negative
1968,1968,màu xanh đẹp thật cánh đàn_ông sẽ không còn ẻo_lả khi xài màu này tuyệt,positive
1969,1969,đang sd hai con với ba phím trong màn_hình note năm ngoài màn_hình mình thề là ngày nào cũng bấm nhầm con và tức muốn điên người nghĩ sao nhét ba cái nút cơ_bản vào màn_hình chứ đừng thánh nào chỉ là có_thể ẩn nó đi nhe vì ai cũng biết_điều đó,negative
1970,1970,exciter còn bán nữa không ad,neutral
1971,1971,mạng vnpt tại net khủng một đã trở_lại ổn_định các gamer có_thể nhân vào đổi ip ở ngoài màn_hình để thay_đổi đường truyên,positive
1972,1972,hàng nhật thì khỏi phải bàn quá đỉnh bền đẹp khủng và giá cũng khủng,positive
1973,1973,cho em hỏi là thời_tiết ở cô_tô bjo thế_nào ạ có mưa không ạ,neutral
1974,1974,loa thi chi nen mua bose,positive
1975,1975,uber có nhận xe bảy chỗ không bạn,neutral
1976,1976,dung la rat dep nhung day chi la phong doan,positive
1977,1977,thiết_kế độc_đáo quá đẹp hiện_đại ăn_đứt macbook air và ipad pro rồi,positive
1978,1978,sạc không dây chào_mừng ifan đến với công_nghệ năm,neutral
1979,1979,quá ấn_tượng,positive
1980,1980,ha không rõ bạn hỏi với mục_đích gì vậy với tay mình là cm,neutral
1981,1981,có phải iphone đâu mà soắn vụ nút home bác em dùng s hai năm rùi không vấn_đề gì nhé giờ chuyển sang gì cũng không phải soắn,positive
1982,1982,sữa nido nestle kg sản_phẩm của nestle trọng_lượng kg sữa dành cho bé từ một tuổi thành pần prebiotics có trong sữa giúp bé có một hệ_miễn_dịch vững_chắc trong một ly sữa ml có chứa canxi và vitamin a phần còn lại là các vitamin và khoáng_chất cần_thiết khác giúp bé phát_triển toàn_diện và khoẻ_mạnh cách pha ml nước thìa gạt pha với nước ấm độ,positive
1983,1983,hôm trước em có bi té xe và xe bị vỡ lườn ốp phải xe exciter bên cửa_hàng có lườn k nếu có giá cả thế_nào ngày_mai em qua thay với à,neutral
1984,1984,thay toan la che sony minh da xai qua cac dong sony tu loai phim bam den cam ung hien nay minh dang xai z phai noi rat hai_long,positive
1985,1985,sau một thời_gian sử_dụng aw mình thấy một_số điểm chưa hài_lòng không đi bơi được ngày nào mình cũng đi tập gym song đi bơi luôn nhưng phải tháo ra rất bực_mình do để trong tủ đồ công_cộng sợ bị móc chộm quá phụ_thuộc vào iphone tính_năng nghe gọi nhắn_tin hầu_như không có tác_dụng khi mà iphone kè_kè bên mình trừ lúc vào toilet đi ị lúc đó có điện_thoại nghe gọi là ổn nhất ở vn không sài được apple pay tính_năng này có cũng như ko mặt aw luôn tối thui như cái đồng_hồ rụng kim ps nhình chung dùng cho biết thôi sau một thời_gian tháng sẽ thấy nhàm_chán và không sử_dụng được nhiều tối về lại phải cắm thêm sạc quên là hôm sau khỏi dùng,negative
1986,1986,đẹp quá và rất men,positive
1987,1987,tết năm trước tôi mua con z docomo tr ở di_động việt tự_tin là dân rành công_nghệ check đủ kiểu drm key này_nọ oke hết sách về up lên rom lop dù đã backup drm đàng_hoàng nó tạch luôn drm key lòi ra cái vụ bị roaming thế_là sách ra nó kiện hoá_ra nó chạy rom đểu chứ máy này không nhập code mà trước đó đã bị root nát restore drm lại vẫn chụp hình xấu như ma chịu mang máy về ôm hận cạch luôn hàng_xách tay,negative
1988,1988,mong uber càng_ngày_càng phát_triển d,positive
1989,1989,iphone sáu mà ram gb afh bản_thân người viết bài chưa hiểu hết sao mà diễn_giải cho độc_giả đọc hiểu được,negative
1990,1990,nói thật đừng mua dual sim mình đang xài sony xperia c dual lỗi ghê lắm,negative
1991,1991,thế_này thì an_tâm mua sữa vinamilk cho cả nhà rồi,positive
1992,1992,mình đang xài lg v cảm_thấy phím bấm nằm trong màn_hình thấy khó_chịu gì đâu_đó mỗi lần mở clip hay mở game muốn back lại thì phải rà rà mép màn_hình cho nó hiện ba nút lên vẫn thích phím home back cứng hơn,negative
1993,1993,màn là không thèm chú_ý rồi chỉ cần mẫu điện_thoại rẻ_tiền có kích_thước nhỏ gọn dùng để làm một_số tác_vụ mà điện_thoại cơ_bản không làm được còn giả trí hay trải_nghiệm là việc của dòng cao_cấp,neutral
1994,1994,win thì bt không bị gì hêt ráo chỉ thèng quỉ mac bị khìn xíu,neutral
1995,1995,thấy ok rồi đó,positive
1996,1996,tinh_thần hăng_say lao_động của đoàn_viên thanh_niên bất_kể thời_tiết nắng_mưa ngày chủ_nhật vẫn hăng_hái bán hàng vnpt cuộc_sống đích_thực,positive
1997,1997,hp còn sai_lầm hơn nhé bạn,negative
1998,1998,quái_lạ sao gà rán vẫn chưa tới tháng nhỉ đáng nhẽ tầm này hàng tháng là phải ra event hộp kotex bí_ẩn rồi chứ hay hút nhiều quá rối_loạn kinh_nguyệt mẹ r,negative
1999,1999,em ngôi_sao di_động có nước ảnh với chi_tiết có_vẻ trung_thực và sắc_sảo hơn s e đang định làm s e nhìn cái so_sánh này có_khi phải nghĩ_lại,positive
2000,2000,kotex girlspace khi nào thì mình có_thể nhận được quà vậy ad qua_ngày rồi ad,negative
2001,2001,ad cho em hỏi vpbank còn tuyển ctv thu_hồi nợ không ah,neutral
2002,2002,haiz trc chỗ mình làm mỗi ngày không bít có bao_nhiêu học_sinh zô mua c nhiều nhất là rồng đỏ,negative
2003,2003,note bảy có chiếu đèn hồng_ngoại khi quét mống mắt chứ không phải dùng ánh_sáng môi_trường để chụp,neutral
2004,2004,bac choi chinh hang bac cu choi bay gio thieu gi nguoi mua hang cu ve voc vach nghich root du kieu up rom hang ngay xai nhu bac thi cung không can mua dt xin de trai nghiem dau,neutral
2005,2005,nhân nguyễn_bảo trân đoàn ngọc nguyễn_cao_kỳ duyên hàn nguyên đi bây,neutral
2006,2006,cơm chưa có ăn áo chưa đủ ấm như thế_này khi đoàn từ_thiện tới thì lại sợ mất bản_sắc văn_hoá,negative
2007,2007,m n vote cho mk ý_kiến nào nhất_là các girl chọn ny nhá chọn một honda sh chọn hai exciter chọn ba exciter mn cho em biết đi,neutral
2008,2008,từ ngày đầu em đã không ưa thằng oppo này rồi và sau cái vụ biển đảo lại càng ghét nó nữa cạch mặt gặp ai muốn mua đt em cũng bảo không mua thằng này,negative
2009,2009,a con_mẹ in cho mình đăng nhờ nhé cảm_ơn,neutral
2010,2010,hoa_hậu nguyễn_cao_kỳ duyên diện chiếc đầm màu hồng với cổ trễ_nải tới dự buổi ra_mắt phim đập cánh giữa không_trung tại hà_nội tối,neutral
2011,2011,theo chi_cục quản_lý thị_trường hà_nội mẫu xúc_xích vietfoods sau khi mang đi xét_nghiệm đều cho kết_quả chứa chất cấm gây ung_thư sodium nitrate,negative
2012,2012,con này chưa biết độ bền thế_nào mới xài hơn hai tháng nhưng thấy rất ok chỉ hơn k mà chất_lượng hơn cả mong_đợi các bác nhớ cắm cục nguồn a thôi nha a không đảm_bảo,positive
2013,2013,tim cook đang nỗ_lực cải lùi iphone steve jobs mà thấy thiết_kế như_vầy chắc đội mồ sống dây,negative
2014,2014,ở việt_nam nơi mà xe_máy đến nay đông hơn xe_hơi uber technologies inc là giúp tạo ra một thế_hệ mới của trình điều_khiển tự_động với các khoản vay ngân_hàng đầu_tiên thời_gian cho việc mua xe,positive
2015,2015,hồ ngọc hà dương triệu vũ phi nhung … hết_mình trong đêm nhạc của mr đàm,positive
2016,2016,con_mẹ lại pr cho tàu vãi cả tinh_tế không có tý tinh_thần dân_tộc nào cả,negative
2017,2017,em đẹp lung_linh huyền_ảo em làm mê_đắm nhiều người anh sẽ cưới em anh sẽ nhìn em đắm_đuối và em hãy bảo_lưu ánh mắt của anh vào trong trái_tim em nhé,positive
2018,2018,note bốn xài vẫn ngon,positive
2019,2019,oi cái điện_thoại,neutral
2020,2020,bphone là hàng việt_nam chất_lượng trung_quốc,neutral
2021,2021,tui sợ nhất là lg g g đừng trong mong gì tui ủng_hộ lg nữa bệnh đột_tử của lg là ám_ảnh của anh_em trên diễn_đàn và trong đó có tôi,negative
2022,2022,chuẩn macbook đẹp sợ luôn,positive
2023,2023,con của mình cũng hay bị mất sóng đang không hiểu tại_sao khả_năng rom cũ chưa lên nên nó lỗi bác nào biết uprom làm bài hướng_dẫn anh_em để em vọc với dùng đồ này không vọc ngứa_ngáy tay_chân quá hic hic,negative
2024,2024,gia_đình nestle ơi mình đk tk từ năm_ngoái nhưng giờ sdt bị mất rùi vậy mình muốn thay_đổi thông_tin cụ_thể là sdt thì p lsao m không chỉnh_sửa và cập_nhật lại thông_tin được,neutral
2025,2025,trong khi vụ cá chết hàng_loạt ở miền trung còn đang loay_hoay chưa có câu trả_lời thì … ngay tại hà_nội các cán_bộ chủ_chốt của viện kiểm_nghiệm vệ_sinh an_toàn thực_phẩm quốc_gia – bộ y_tế vẫn ung_dung tiếp_tay cho công_ty urc vn để lọt hàng chục triệu chai nước giải_khát c rồng đỏ bị nhiễm_độc chì quá giới_hạn cho_phép ra thị_trường gieo_rắc mầm_mống ung_thư cho người_dân vn,negative
2026,2026,tất_cả các sản_phẩm của gerber thuộc hãng nestle mỹ hàng chất_lượng có hoá_đơn mua hàng tại siêu_thị walmart tại mỹ hạn sử_dụng năm,neutral
2027,2027,bạn về quê rút cây_bút chọc chọc nửa ngày xem mấy người biết note năm là gì trong khi rút s ra nghe gọi hai phút ai cũng biết hàng apple và khen sang thế nghe rất sướng,positive
2028,2028,khi chiến_binh exciter khoác lên mình màu áo linh cực đẹp cực chất boss exciter,positive
2029,2029,đẹp đó chứ,positive
2030,2030,hồ ngọc hà bay lên ngân_hà beat by daniel mastro,neutral
2031,2031,dung trên os chán bo mẹ chẳng có chức_năng gì cả,negative
2032,2032,thôi mua m đi rất tuyệt_vời,positive
2033,2033,sh mode bao n ạ,neutral
2034,2034,trông đẹp và khoẻ nhưng không đủ xiền,positive
2035,2035,nhân_dịp năm sinh_nhật vinaphone vnpt vinaphone triển_khai chương_trình tặng quà khách_hàng với nhiều ưu_đãi khủng kể từ hoà_mạng vinaphone miễn_phí data dung_lượng khủng truy_cập hoặc liên_hệ hoặc để biết thêm chi_tiết,positive
2036,2036,mình trên tay em nó rùi cực thích luôn mà bạn bik cái nút ở dưới cuối nút volume ko nó hình viên pin với biểu_tượng bluetooth mà mình không bik để làm gì ấn vào thì nó nói tiếng trung ấn xíu là nó tắt btuetooth đi luôn nghe nói là nó báo pin mà khổ cái là nó nói tiếng trung mình không hiểu,positive
2037,2037,ba năm r apple không giữ được bí_mật cho sản_phẩm mới cái rất quan_trọng từ thời s jobs giờ tám tam rồi năm nay thấy anh kín_tiếng hẵn cố_ý tung ra mẫu nào đó rồi tự pr lên đánh lạc hướng là quá đẹp như mấy tháng trước cái đt gì đó bên china mà ngta nói ip ấy ceo apple còn lên twitter hờn một phát làm ai cũng nghĩ đó là ip thật,neutral
2038,2038,thật không_thể tin nổi đây là bãi hồng vàn đảo cô_tô,positive
2039,2039,anh ơi bên anh có bán sim đầu số mới của viettel không ạ,neutral
2040,2040,loa cong là công_nghệ mới của samsung đó bạn tạo cho cảm_giác nghe tốt hơn khi ở trong phòng tróng đặc_biệt là với những người dùng là gia_đình dàn này đem đến trải_nghiệm ấm_cúng cho cả gia_đình,positive
2041,2041,đẹp đơn_giản và táo thứ hai của thế_giới rồi kể_ra ông xào mì này ăn_cắp ý_tưởng thiết_kế na_ná của apple cũng đỉnh thật không phủ nhật đồ của xào mì quá ngon mình có mua con xào mì bốn năm_ngoái dận nhau con_người yêu nó đập đến lần thứ hai mới vỡ màn đập mạnh mà chỉ trầy cái viền,positive
2042,2042,ôi hoành_tráng quá đi ấy công_nhận sữa vinamilk an_toàn và tiệt_trùng an_tâm dùng rồi,positive
2043,2043,ad ơi card viettel có thế nạp lại bình_thường dk chưa zậy ad,neutral
2044,2044,mấy con ốc đem về luộc mà ăn chứ để nó bám vào loa kiểu ấy mất thẩ mỹ quá,negative
2045,2045,thu phương nói về chuyện phương thanh ra_tay tát hồ ngọc hà để đánh_ghen giúp mình gây xôn_xao dư_luận click để xem bài viết,neutral
2046,2046,chỉ giật tít lung_tung bí_thư đinh la thăng chỉ đề_nghị chứ đâu có chỉ_đạo vinamilk mà vinamilk từ_chối,negative
2047,2047,động_cơ của bê trần đến fu để làm gì tại_sao anh ta đến chúng_ta hãy đón xem tập tiếp_theo của phút mở phần tiếp_theo nhé,neutral
2048,2048,của ngày hôm_nay đây chắc bye em vnpt này luôn quá,negative
2049,2049,có ai còn nhận ra chất bb điểm_danh hộ cái heyza,neutral
2050,2050,thế_mà ip sáu lại đang nắm giữ kỉ_lục bán hàng và toàn_bộ smp trên thế_giới đấy vô google xem nhé,positive
2051,2051,nếu không an_toàn thì cứ mang đi kiểm_tra để chứng_minh như rồng đỏ c,neutral
2052,2052,vòi_rồng ở cô_tô khoảng h sáng vòi_rồng xuất_hiện trên đảo cô_tô quảng_ninh đến h trong mưa giông mạnh vòi_rồng xuất_hiện lần thứ hai làm cháy một_số tivi quật đổ nhiều cây_xanh,negative
2053,2053,mạng xã_hội dậy sóng về chương_trình “ phút mở ” của vtv,negative
2054,2054,có một sự đói không hề nhẹ sôi cũng lên giá,negative
2055,2055,sau khi gửi hình đo độ tươi tại đây bit ly chon bua sang nestle moi sang tuoi trước h sáng nay nhà mình nhớ chụp lại màn_hình có số điểm tươi và đăng lên facebook cá_nhân của mình kèm hastag chonbuasangnestle moisangtuoi nhé sau đó gửi ngay đường link hình vừa đăng trên facebook của mình ngay bên dưới ngoài giải ngày của chương_trình gia_đình nestlé sẽ đặc_biệt tặng thêm mười món quà cho mười gia_đình có số điểm tươi cao nhất hôm_nay đấy,neutral
2056,2056,giá chát quá,negative
2057,2057,kiểu khởi_nghiệp thường có cùng một e trong garage xe ở nhà trong nhà_kho gặp khó_khăn trong việc gọi xe như uber,negative
2058,2058,kotex có ngay có ngay,neutral
2059,2059,ủng_hộ tôi sẽ mua tặng vợ một cái b,positive
2060,2060,gái gái ps máy_ảnh hơi ẹ không trong màu không thật,negative
2061,2061,c rồng đỏ nhiễm_độc chì lên tv thời_sự ngừng bán hàng các kiểu thì không đưa tin lôi mấy cái tin cũ ra rồi viết lại ngày bó_tay,negative
2062,2062,exciter dán tem trùm phối_màu đỏ_đen tuyệt đẹp tại shop tem làm được tất_cả các màu theo yêu_cầu ace nhé,positive
2063,2063,nên up bạn ah minh up lên tuy có mất mấy gb bộ_nhớ nhưng máy chạy ngon sóng_sánh khỏi phải bàn luôn đặc_biệt là pin trâu hơn hẳn,positive
2064,2064,đáp án c vì kotex là tuyệt đối mà,positive
2065,2065,nãn rồi toàn đại_gia game hít máu hơn kotex,negative
2066,2066,antđ những bộ trang_phục bằng lụa tơ_tằm mát_mẻ nhưng trẻ_trung thanh_lịch của ntk xuân lê_giúp tôn lên vóc_dáng của hoa_hậu nguyễn_cao_kỳ duyên,positive
2067,2067,đang sài em e thấy cũng rất ok màu cũng đẹp,positive
2068,2068,mới lên trang gearbest com mà nó có giá gần usd lận bắt_đầu giao hàng,neutral
2069,2069,cô_tô hôm_nay về với cô_tô ô_tô thì ít ca_nô thì nhiều xanh_xanh biển biếc mắt cười nôn_nao con sóng như mời khách say xa_xa cuối tận chân_mây thấp_thoáng vài chiếc thuyền câu im_lìm sóng xô bờ mãi chẳng im thuyền xô biển biết đi tìm nơi đâu thuyền xô con sóng bạc_đầu hoàng_hôn trên biển nát màu nhớ_thương xa trông mãi cuối con đường hình_như có tiếng thân_thương gọi về nxdiep lg bacgiang edu vn see more,positive
2070,2070,cứ cả bộ cho chắc các bác ạ nói_chung con nào cũng ngon cả nhưng chụp fuji vẫn thích hơn,positive
2071,2071,giầu to khi cài vbem nhận thẻ cào k viettel sau khi cài game nhanh tay,neutral
2072,2072,nói thật xấu hơn z nhiều em đang dùng xperia ray không có gì phải phàn_nàn còn sony sau_này giá chát thôi hết dám rớ tới,negative
2073,2073,mặt lạ sh mode có ship hàng không ak xe em màu trắng,neutral
2074,2074,nói không với asus tôi gặp q a từ đầu đến cuối trục_trặc giờ bỏ chừa,negative
2075,2075,rất tiếc khi tỉ_số đã là cho u viettel,negative
2076,2076,không vội_vàng mua giá cao giảm_giá nhanh thôi,neutral
2077,2077,vâng lại hút máu ngày_xưa mình biết hãng kotex nổi_tiếng bây_giờ mình biết thêm hàng vinagame chị_em nào đến tháng ủng_hộ hãng đê,negative
2078,2078,toi thi quat cai khong can phai lan tan o nha dang coi cai chua da tinh sang nam qua tet nha cua on dinh lam một em de phong khach coi cho suong mat,neutral
2079,2079,tẩy_chay c và rồng đỏ tẩy_chay tất_cả sp của urc,negative
2080,2080,bên trang uber có mình chị my team iron chống lại cả thế_giới team captain kìa chị kaka,negative
2081,2081,ad sao không nạp được thẻ viettel,negative
2082,2082,tôi đang xài s gb các đời iphone ipad trước vẫn gb vẫn nghe gọi upload download soạn_thảo văn_bản vẽ_vời bình_thường tất_cả cho lên mây hết có người sẽ nói không có wifi internet thì sẽ méo_mặt vâng đúng vậy có_điều họ nên hiểu là chơi đồ công_nghệ thì phải có hạ_tầng công_nghệ tương_đương chứ chơi bản smartphone mà không biết quản_lý dung_lượng mở_rộng thì gb vẫn méo như_thường,neutral
2083,2083,nguyen tung ngũ_cốc nestle nè có gói gr thử k,neutral
2084,2084,ad ơi gần hết ngày rồi đó đừng nói giống bphone nha,negative
2085,2085,nhắm lúc đó mua được thì hãy lên_tiếng bạn nhé,neutral
2086,2086,mới lên sáng nay và bị lỗi wifi yếu thấy rõ và bị lỗi messege không gọi được nãn gê,negative
2087,2087,bạn nào có sử_dụng viber để tám hằng ngày thì đừng bỏ lỡ chương_trình ưu_đãi có một_hai gửi nhau niềm vui lan_truyền hứng_khởi đang diễn ra nha,positive
2088,2088,vâng thưa bạn công_nghệ vẫn không ngừng thay_đổi nói trước làm gì hàn_quốc vẫn cần mỹ trong nhiều lĩnh_vực hàng_không_vũ_trụ robot năng_lượng s pen thì xài công_nghệ wacom của nhật chẳng_là cái gì đâu,neutral
2089,2089,giống xiaomi mà cục mới của xiaomi ngon hơn giá rẻ hơn_nữa,positive
2090,2090,sao lại không ra phiên_bản màu đen đàn_ông dùng nó sẽ phong_cách hơn đấy,neutral
2091,2091,chào a con_mẹ in video clip về sản_phẩm milo bột mà fan page đăng_tải là sản_phẩm milo bột bị làm giả tại mã lai đã bị phát_hiện và bị xử_lý vào tháng nguồn tin sản_phẩm không có_mặt tại mã lai và việt_nam nên rất mong fan page đính_chính lại thông_tin để tránh làm người tiêu_dùng việt_nam hiểu lầm nhé mong nhận được sự hỗ_trợ của fan page vũ hằng quản_lý cộng_đồng mạng milo việt_nam,negative
2092,2092,nếu chủ thớt thích chụp hình thì quất con sh g cho sướng camera hơn hẳn p e pin cũng tốt hơn nhìn cũng đẹp hơn giá cũng rẻ hơn,positive
2093,2093,sổ taycủa mình ghi lại toàn_bộ công_thức mà gia_đình nestle hướng_dẫn hihi giờ tay_nghề mình giỏi nên rất nhiu ui,positive
2094,2094,nhìn thấy thích cái điện thoại kia rồi,positive
2095,2095,bb em thay_đổi quá nhiều rồi anh phải quyết_định ly_dị sau bao năm chung sống với em hic hic,negative
2096,2096,ăn bánh_mì bà_ba chuyên uống rồng đỏ huỳnh điệp,neutral
2097,2097,ông anh công_an cháu của ông chú viettel hả,neutral
2098,2098,cước_phí cho uber motor được tính như nhế nào vậy ad,neutral
2099,2099,smart phone dễ hết pin nên nhiều người dùng điện_thoại mục_đích nghe và gọi họ sẽ chọn cùi bắp chứ đâu nhất_thiết có tiền là xài smart phone,neutral
2100,2100,hdr tệ quá_thể,negative
2101,2101,bên cạnh sự phát_triển của ứng_dụng chia_sẻ như uber grabtaxi cùng sự phát_triển của nhiều hãng taxi truyền_thống liệu phương trang taxi có bứt_phá được trong cuộc_chơi mang tính cạnh_tranh cao này,neutral
2102,2102,chờ ba tháng sau xem giá nó là bao_nhiêu nhé không chát được vậy đâu,negative
2103,2103,giờ thì mình đã biết lý_do không đại_gia nào chịu cưới hồ ngọc_hà,neutral
2104,2104,kotex xai rat tot di dau em cug không ngai khj ra duong vao nhug ngay do nho vao su dung kotex day ạ,positive
2105,2105,đồng_ý với bạn mua máy nghe nhạc bây_giờ đâu đến nổi phải sưu_tập hàng cổ như_vậy sony tôi không đánh_giá cao sp nhưng lấp đầy các phán khúc máy nghe nhạc từ hai triệu có vô_vàn những sự lựa_chọn họ sắm trái táo chứ đâu phải sắm cái máy chuyên nghe nhạc,neutral
2106,2106,xe mình lúc nào cũng có đèn ban ngày exciter,neutral
2107,2107,xin phép a con_mẹ mình đăng nhờ tí ak bên mình chuyên cung_cấp phụ_kiện đồ_chơi online exciter giá_cả hợp_lí anh_em nào cần inboox cho mình call liên đ c kcn bắc thăng long đông_anh hà_nội,neutral
2108,2108,s e thua toàn_tập,negative
2109,2109,đẳng_cấp đến nổi không có đường về muốn nhanh mượt phải mua máy mới apple mới đẳng_cấp,mix
2110,2110,củ cho một cái đồng_hồ với rất nhiều chức_năng mà chả biết người ta có dùng tới không vì đã có smart phone rồi hơn_nữa phải sạc hàng ngày hay hai ngày gì đó liệu có đáng để dùng ko hay chỉ đáng để khoe,negative
2111,2111,sau ồn_ào phút mở mc phan anh vẫn giữ phong_độ lịch_lãm sự điển_trai vốn có đến dẫn_dắt chương_trình khai_trương cho hami beauty tại bà triệu hamibeauty batrieu hoangthuylinh mcphananh grandopening,positive
2112,2112,các bạn đang thưởng_thức lăp game gia hiến tại sầm_sơn thanh_hoá,neutral
2113,2113,xem xong về làm thử cho mẹ coi xé ra một đống như_vậy cái mẹ nói cái đó là hạt hút ẩm kotex củng có làm uổng một miếng bvs,neutral
2114,2114,cô_tô từ ngày có điện về,neutral
2115,2115,đấy có phải hồ ngọc hà không nhỉ,neutral
2116,2116,trước hiện_trạng này tập_đoàn nestle phối_hợp với nhiều đơn_vị nghiên_cứu và quản_lý có đưa ra các khuyến_nghị nhằm giảm_thiểu tác_động xấu và đảm_bảo năng_suất cà_phê theo đó có_thể giảm tới ít_nhất lượng nước tưới và vẫn đảm_bảo năng_suất cà_phê,positive
2117,2117,em tra bang ba the viettel k được không,neutral
2118,2118,mình cần số đt chăm_sóc khách_hàng của uber,neutral
2119,2119,mua mới mà mấy hôm đầu đầy_đủ chức_năng sau thằng em_trai thử trên phone của nó rồi nó xoá mi fit đi nên bị hiện_tượng này,neutral
2120,2120,vnpt món mồi ngon chắc vẫn còn bao_cấp cổ_phần_hoá sớm vnpt là trùm,positive
2121,2121,quá ngon nhưng không có tiền để mua,positive
2122,2122,đối_với dòng này ad muôn chia_sẻ thêm vân trên lớp vỏ thoạt nhìn thì đôi nét giống k và x series nhưng nhìn kỹ sẽ thấy nét khác biện fan có_thể tham_khảo tại các shop có trưng_bày sản_phẩm để có_thể biết rõ và lợp vỏ hạn_chế trầy và chống bám vân tay giúp fan sử_dụng laptop thoải_mái hơn còn về phần âm_thanh red dvs fan phải tuỳ chỉnh trong mục srs với các âm_thanh trầm và bổng thích_hợp để tạo tận_hưởng âm_thanh trung_thực nhất fan thử tinh_chỉnh lại xem như_thế_nào nhé,neutral
2123,2123,bạn vui_lòng phản_ánh cụ_thể thông_tin để viettel hỗ_trợ nhé,neutral
2124,2124,cái này có_lẽ chỉ thật_sự phát_huy tác_dụng khi xem phim hoặc thuyết_trình mà thôi chứ lướt web hay làm_việc mà để trên bàn như_vậy thì thao_tác không thoải_mái lắm có_lẽ sẽ có phụ_kiện bàn_phím thì sẽ tốt hơn,mix
